itemid,label,aliases,valueuom,category,fluid,structured_text
52311,Promyelocytes,Promyelocytes | Promyelocytes Joint Fluid | Hematology Promyelocytes,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Promyelocytes
ALIASES: Promyelocytes | Promyelocytes Joint Fluid | Hematology Promyelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52311"
52295,Blasts#,Blasts# | Blasts# Joint Fluid | Hematology Blasts#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts#
ALIASES: Blasts# | Blasts# Joint Fluid | Hematology Blasts#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52295"
51372,"Joint Crystals, Location","Joint Crystals, Location | Joint Crystals Location | Joint Crystals, Location Joint Fluid | Hematology Joint Crystals, Location",,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Joint Crystals, Location
ALIASES: Joint Crystals, Location | Joint Crystals Location | Joint Crystals, Location Joint Fluid | Hematology Joint Crystals, Location
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51372"
52302,Lymphs#,Lymphs# | Lymphs# Joint Fluid | Hematology Lymphs#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphs#
ALIASES: Lymphs# | Lymphs# Joint Fluid | Hematology Lymphs#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52302"
52314,Young,Young | Young Joint Fluid | Hematology Young,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Young
ALIASES: Young | Young Joint Fluid | Hematology Young
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52314"
51366,Bands,Bands | Bands Joint Fluid | Hematology Bands,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Bands
ALIASES: Bands | Bands Joint Fluid | Hematology Bands
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51366"
51375,Lymphocytes,Lymphocytes | Lymphocytes Joint Fluid | Hematology Lymphocytes,%,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphocytes
ALIASES: Lymphocytes | Lymphocytes Joint Fluid | Hematology Lymphocytes
UNIT: %
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51375"
52297,Histio#,Histio# | Histio# Joint Fluid | Hematology Histio#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Histio#
ALIASES: Histio# | Histio# Joint Fluid | Hematology Histio#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52297"
51369,"Hematocrit, Joint Fluid","Hematocrit, Joint Fluid | Hematocrit Joint Fluid | Hematocrit, Joint Fluid Joint Fluid | Hematology Hematocrit, Joint Fluid",%,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Hematocrit, Joint Fluid
ALIASES: Hematocrit, Joint Fluid | Hematocrit Joint Fluid | Hematocrit, Joint Fluid Joint Fluid | Hematology Hematocrit, Joint Fluid
UNIT: %
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51369"
51370,"Joint Crystals, Birefringence","Joint Crystals, Birefringence | Joint Crystals Birefringence | Joint Crystals, Birefringence Joint Fluid | Hematology Joint Crystals, Birefringence",,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Joint Crystals, Birefringence
ALIASES: Joint Crystals, Birefringence | Joint Crystals Birefringence | Joint Crystals, Birefringence Joint Fluid | Hematology Joint Crystals, Birefringence
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51370"
52294,Blasts,Blasts | Blasts Joint Fluid | Hematology Blasts,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts
ALIASES: Blasts | Blasts Joint Fluid | Hematology Blasts
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52294"
52291,Atyps#,Atyps# | Atyps# Joint Fluid | Hematology Atyps#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Atyps#
ALIASES: Atyps# | Atyps# Joint Fluid | Hematology Atyps#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52291"
51380,NRBC,NRBC | NRBC Joint Fluid | Hematology NRBC,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: NRBC
ALIASES: NRBC | NRBC Joint Fluid | Hematology NRBC
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51380"
51383,"RBC, Joint Fluid","RBC, Joint Fluid | RBC Joint Fluid | RBC, Joint Fluid Joint Fluid | Hematology RBC, Joint Fluid",#/uL,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: RBC, Joint Fluid
ALIASES: RBC, Joint Fluid | RBC Joint Fluid | RBC, Joint Fluid Joint Fluid | Hematology RBC, Joint Fluid
UNIT: #/uL
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51383"
52315,Young#,Young# | Young# Joint Fluid | Hematology Young#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Young#
ALIASES: Young# | Young# Joint Fluid | Hematology Young#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52315"
51376,Macrophage,Macrophage | Macrophage Joint Fluid | Hematology Macrophage,%,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Macrophage
ALIASES: Macrophage | Macrophage Joint Fluid | Hematology Macrophage
UNIT: %
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51376"
52304,Monos#,Monos# | Monos# Joint Fluid | Hematology Monos#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Monos#
ALIASES: Monos# | Monos# Joint Fluid | Hematology Monos#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52304"
52312,"Total Nucleated Cells, Joint","Total Nucleated Cells, Joint | Total Nucleated Cells Joint | Total Nucleated Cells, Joint Joint Fluid | Hematology Total Nucleated Cells, Joint",#/uL,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Total Nucleated Cells, Joint
ALIASES: Total Nucleated Cells, Joint | Total Nucleated Cells Joint | Total Nucleated Cells, Joint Joint Fluid | Hematology Total Nucleated Cells, Joint
UNIT: #/uL
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52312"
51379,Monocytes,Monocytes | Monocytes Joint Fluid | Hematology Monocytes,%,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Monocytes
ALIASES: Monocytes | Monocytes Joint Fluid | Hematology Monocytes
UNIT: %
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51379"
51365,Atypical Lymphocytes,Atypical Lymphocytes | Atypical Lymphocytes Joint Fluid | Hematology Atypical Lymphocytes,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Atypical Lymphocytes
ALIASES: Atypical Lymphocytes | Atypical Lymphocytes Joint Fluid | Hematology Atypical Lymphocytes
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51365"
51371,"Joint Crystals, Comment","Joint Crystals, Comment | Joint Crystals Comment | Joint Crystals, Comment Joint Fluid | Hematology Joint Crystals, Comment",,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Joint Crystals, Comment
ALIASES: Joint Crystals, Comment | Joint Crystals Comment | Joint Crystals, Comment Joint Fluid | Hematology Joint Crystals, Comment
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51371"
52306,Myelos#,Myelos# | Myelos# Joint Fluid | Hematology Myelos#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Myelos#
ALIASES: Myelos# | Myelos# Joint Fluid | Hematology Myelos#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52306"
53012,NRBC,NRBC | NRBC Joint Fluid | Hematology NRBC,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: NRBC
ALIASES: NRBC | NRBC Joint Fluid | Hematology NRBC
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 53012"
52298,Histiocyte,Histiocyte | Histiocyte Joint Fluid | Hematology Histiocyte,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Histiocyte
ALIASES: Histiocyte | Histiocyte Joint Fluid | Hematology Histiocyte
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52298"
52301,Lining Cell,Lining Cell | Lining Cell Joint Fluid | Hematology Lining Cell,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Lining Cell
ALIASES: Lining Cell | Lining Cell Joint Fluid | Hematology Lining Cell
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52301"
51377,Mesothelial Cells,Mesothelial Cells | Mesothelial Cells Joint Fluid | Hematology Mesothelial Cells,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Mesothelial Cells
ALIASES: Mesothelial Cells | Mesothelial Cells Joint Fluid | Hematology Mesothelial Cells
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51377"
52313,Voided Specimen,Voided Specimen | Voided Specimen Joint Fluid | Hematology Voided Specimen,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Joint Fluid | Hematology Voided Specimen
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52313"
51367,Basophils,Basophils | Basophils Joint Fluid | Hematology Basophils,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Basophils
ALIASES: Basophils | Basophils Joint Fluid | Hematology Basophils
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51367"
51378,Metamyelocytes,Metamyelocytes | Metamyelocytes Joint Fluid | Hematology Metamyelocytes,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Metamyelocytes
ALIASES: Metamyelocytes | Metamyelocytes Joint Fluid | Hematology Metamyelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51378"
52299,Hypersegmented Neutrophils,Hypersegmented Neutrophils | Hypersegmented Neutrophils Joint Fluid | Hematology Hypersegmented Neutrophils,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils
ALIASES: Hypersegmented Neutrophils | Hypersegmented Neutrophils Joint Fluid | Hematology Hypersegmented Neutrophils
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52299"
52308,Plasma#,Plasma# | Plasma# Joint Fluid | Hematology Plasma#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Plasma#
ALIASES: Plasma# | Plasma# Joint Fluid | Hematology Plasma#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52308"
51374,"Joint Crystals, Shape","Joint Crystals, Shape | Joint Crystals Shape | Joint Crystals, Shape Joint Fluid | Hematology Joint Crystals, Shape",,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Joint Crystals, Shape
ALIASES: Joint Crystals, Shape | Joint Crystals Shape | Joint Crystals, Shape Joint Fluid | Hematology Joint Crystals, Shape
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51374"
52296,Eos#,Eos# | Eos# Joint Fluid | Hematology Eos#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Eos#
ALIASES: Eos# | Eos# Joint Fluid | Hematology Eos#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52296"
52310,Promyelo#,Promyelo# | Promyelo# Joint Fluid | Hematology Promyelo#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Promyelo#
ALIASES: Promyelo# | Promyelo# Joint Fluid | Hematology Promyelo#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52310"
51373,"Joint Crystals, Number","Joint Crystals, Number | Joint Crystals Number | Joint Crystals, Number Joint Fluid | Hematology Joint Crystals, Number",,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Joint Crystals, Number
ALIASES: Joint Crystals, Number | Joint Crystals Number | Joint Crystals, Number Joint Fluid | Hematology Joint Crystals, Number
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51373"
52309,Polys#,Polys# | Polys# Joint Fluid | Hematology Polys#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Polys#
ALIASES: Polys# | Polys# Joint Fluid | Hematology Polys#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52309"
51368,Eosinophils,Eosinophils | Eosinophils Joint Fluid | Hematology Eosinophils,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Eosinophils
ALIASES: Eosinophils | Eosinophils Joint Fluid | Hematology Eosinophils
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51368"
52293,Basos#,Basos# | Basos# Joint Fluid | Hematology Basos#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Basos#
ALIASES: Basos# | Basos# Joint Fluid | Hematology Basos#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52293"
51382,Polys,Polys | Polys Joint Fluid | Hematology Polys,%,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Polys
ALIASES: Polys | Polys Joint Fluid | Hematology Polys
UNIT: %
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51382"
52307,Plasma,Plasma | Plasma Joint Fluid | Hematology Plasma,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Plasma
ALIASES: Plasma | Plasma Joint Fluid | Hematology Plasma
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52307"
51381,Other,Other | Other Joint Fluid | Hematology Other,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Other
ALIASES: Other | Other Joint Fluid | Hematology Other
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 51381"
52292,Bands#,Bands# | Bands# Joint Fluid | Hematology Bands#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Bands#
ALIASES: Bands# | Bands# Joint Fluid | Hematology Bands#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52292"
52303,Metas#,Metas# | Metas# Joint Fluid | Hematology Metas#,,Hematology,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Metas#
ALIASES: Metas# | Metas# Joint Fluid | Hematology Metas#
UNIT: 
CATEGORY: Hematology
FLUID: Joint Fluid
LOINC: 
ITEMID: 52303"
51393,CD138,CD138 | CD138 Other Body Fluid | Hematology CD138,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD138
ALIASES: CD138 | CD138 Other Body Fluid | Hematology CD138
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51393"
52372,Young#,Young# | Young# Other Body Fluid | Hematology Young#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Young#
ALIASES: Young# | Young# Other Body Fluid | Hematology Young#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52372"
52367,TCR Alpha-Beta,TCR Alpha-Beta | TCR Alpha-Beta Other Body Fluid | Hematology TCR Alpha-Beta,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: TCR Alpha-Beta
ALIASES: TCR Alpha-Beta | TCR Alpha-Beta Other Body Fluid | Hematology TCR Alpha-Beta
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52367"
51391,CD11c,CD11c | CD11c Other Body Fluid | Hematology CD11c,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD11c
ALIASES: CD11c | CD11c Other Body Fluid | Hematology CD11c
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51391"
51403,CD25,CD25 | CD25 Other Body Fluid | Hematology CD25,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD25
ALIASES: CD25 | CD25 Other Body Fluid | Hematology CD25
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51403"
51409,CD4/CD8 Ratio,CD4/CD8 Ratio | CD4/CD8 Ratio Other Body Fluid | Hematology CD4/CD8 Ratio,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD4/CD8 Ratio
ALIASES: CD4/CD8 Ratio | CD4/CD8 Ratio Other Body Fluid | Hematology CD4/CD8 Ratio
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51409"
51396,CD16,CD16 | CD16 Other Body Fluid | Hematology CD16,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD16
ALIASES: CD16 | CD16 Other Body Fluid | Hematology CD16
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51396"
51389,CD103,CD103 | CD103 Other Body Fluid | Hematology CD103,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD103
ALIASES: CD103 | CD103 Other Body Fluid | Hematology CD103
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51389"
52339,Blasts,Blasts | Blasts Other Body Fluid | Hematology Blasts,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts
ALIASES: Blasts | Blasts Other Body Fluid | Hematology Blasts
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52339"
51394,CD14,CD14 | CD14 Other Body Fluid | Hematology CD14,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD14
ALIASES: CD14 | CD14 Other Body Fluid | Hematology CD14
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51394"
51398,CD19,CD19 | CD19 Other Body Fluid | Hematology CD19,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD19
ALIASES: CD19 | CD19 Other Body Fluid | Hematology CD19
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51398"
51399,CD2,CD2 | CD2 Other Body Fluid | Hematology CD2,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD2
ALIASES: CD2 | CD2 Other Body Fluid | Hematology CD2
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51399"
51427,Lymphocytes,Lymphocytes | Lymphocytes Other Body Fluid | Hematology Lymphocytes,%,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphocytes
ALIASES: Lymphocytes | Lymphocytes Other Body Fluid | Hematology Lymphocytes
UNIT: %
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51427"
52340,Blasts#,Blasts# | Blasts# Other Body Fluid | Hematology Blasts#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts#
ALIASES: Blasts# | Blasts# Other Body Fluid | Hematology Blasts#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52340"
52349,Chloroac,Chloroac | Chloroac Other Body Fluid | Hematology Chloroac,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Chloroac
ALIASES: Chloroac | Chloroac Other Body Fluid | Hematology Chloroac
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52349"
51385,Atypical Lymphocytes,Atypical Lymphocytes | Atypical Lymphocytes Other Body Fluid | Hematology Atypical Lymphocytes,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Atypical Lymphocytes
ALIASES: Atypical Lymphocytes | Atypical Lymphocytes Other Body Fluid | Hematology Atypical Lymphocytes
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51385"
52358,Lining Cell,Lining Cell | Lining Cell Other Body Fluid | Hematology Lining Cell,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Lining Cell
ALIASES: Lining Cell | Lining Cell Other Body Fluid | Hematology Lining Cell
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52358"
51432,Myelocytes,Myelocytes | Myelocytes Other Body Fluid | Hematology Myelocytes,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Myelocytes
ALIASES: Myelocytes | Myelocytes Other Body Fluid | Hematology Myelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51432"
51412,CD5,CD5 | CD5 Other Body Fluid | Hematology CD5,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD5
ALIASES: CD5 | CD5 Other Body Fluid | Hematology CD5
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51412"
51410,CD41,CD41 | CD41 Other Body Fluid | Hematology CD41,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD41
ALIASES: CD41 | CD41 Other Body Fluid | Hematology CD41
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51410"
52364,Plasma#,Plasma# | Plasma# Other Body Fluid | Hematology Plasma#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Plasma#
ALIASES: Plasma# | Plasma# Other Body Fluid | Hematology Plasma#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52364"
51413,CD56,CD56 | CD56 Other Body Fluid | Hematology CD56,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD56
ALIASES: CD56 | CD56 Other Body Fluid | Hematology CD56
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51413"
51421,Glyco A,Glyco A | Glyco A Other Body Fluid | Hematology Glyco A,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Glyco A
ALIASES: Glyco A | Glyco A Other Body Fluid | Hematology Glyco A
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51421"
52336,Atyps#,Atyps# | Atyps# Other Body Fluid | Hematology Atyps#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Atyps#
ALIASES: Atyps# | Atyps# Other Body Fluid | Hematology Atyps#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52336"
52342,CD30,CD30 | CD30 Other Body Fluid | Hematology CD30,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD30
ALIASES: CD30 | CD30 Other Body Fluid | Hematology CD30
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52342"
52346,CD59,CD59 | CD59 Other Body Fluid | Hematology CD59,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: CD59
ALIASES: CD59 | CD59 Other Body Fluid | Hematology CD59
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52346"
52356,Hypersegmented Neutrophils#,Hypersegmented Neutrophils# | Hypersegmented Neutrophils# Other Body Fluid | Hematology Hypersegmented Neutrophils#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils#
ALIASES: Hypersegmented Neutrophils# | Hypersegmented Neutrophils# Other Body Fluid | Hematology Hypersegmented Neutrophils#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52356"
52360,Metamyelocytes#,Metamyelocytes# | Metamyelocytes# Other Body Fluid | Hematology Metamyelocytes#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Metamyelocytes#
ALIASES: Metamyelocytes# | Metamyelocytes# Other Body Fluid | Hematology Metamyelocytes#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52360"
51436,Polys,Polys | Polys Other Body Fluid | Hematology Polys,%,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Polys
ALIASES: Polys | Polys Other Body Fluid | Hematology Polys
UNIT: %
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 51436"
52350,Eos#,Eos# | Eos# Other Body Fluid | Hematology Eos#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Eos#
ALIASES: Eos# | Eos# Other Body Fluid | Hematology Eos#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52350"
52359,Lymphs#,Lymphs# | Lymphs# Other Body Fluid | Hematology Lymphs#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphs#
ALIASES: Lymphs# | Lymphs# Other Body Fluid | Hematology Lymphs#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52359"
52371,Young,Young | Young Other Body Fluid | Hematology Young,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Young
ALIASES: Young | Young Other Body Fluid | Hematology Young
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52371"
52355,Hypersegmented Neutrophils,Hypersegmented Neutrophils | Hypersegmented Neutrophils Other Body Fluid | Hematology Hypersegmented Neutrophils,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils
ALIASES: Hypersegmented Neutrophils | Hypersegmented Neutrophils Other Body Fluid | Hematology Hypersegmented Neutrophils
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52355"
52363,NRBC#,NRBC# | NRBC# Other Body Fluid | Hematology NRBC#,,Hematology,Other Body Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: NRBC#
ALIASES: NRBC# | NRBC# Other Body Fluid | Hematology NRBC#
UNIT: 
CATEGORY: Hematology
FLUID: Other Body Fluid
LOINC: 
ITEMID: 52363"
